{'评论时间': '2024-02-07 21:33:04', 'IP属地': '湖南', '评论内容': '不都是中国人吗？为什么天灾也要骂，那些传统美德都哪去了'}
{'评论时间': '2024-02-07 15:08:55', 'IP属地': '湖北', '评论内容': '湖北一直都很好，不允许别人再'}
{'评论时间': '2024-02-07 16:50:09', 'IP属地': '广东', '评论内容': '南方人弱弱的问一句：北方人洗手间也是供暖吗？'}
{'评论时间': '2024-02-07 08:13:02', 'IP属地': '湖北', '评论内容': '我是湖北人，必须点赞'}
{'评论时间': '2024-02-07 09:55:02', 'IP属地': '湖北', '评论内容': '感恩普及，湖北依旧还是英雄的湖北，时间能证明一切，感恩'}
{'评论时间': '2024-02-07 07:20:43', 'IP属地': '广东', '评论内容': '谁再来吹一下电动汽车极寒天气上高速不用担心续航里程问题，我记得之前谁说的来着，接着吹'}
{'评论时间': '2024-02-07 23:21:05', 'IP属地': '河北', '评论内容': '早干啥了？交界处就一点冻雨也没有阿'}
{'评论时间': '2024-02-07 21:31:32', 'IP属地': '吉林', '评论内容': '所以说，没有亲身经历，就不能轻易评价。良言一句三冬暖，恶语伤人六月寒。让我们都做一个有温度的中国人，多一份理解，少一份埋怨。我们都是中国人，我们都是一家人'}
{'评论时间': '2024-02-07 16:59:29', 'IP属地': '上海', '评论内容': '还冻雨，分明就是压结实了，有一说一，湖北人民还是可以的'}
{'评论时间': '2024-02-07 16:57:12', 'IP属地': '山东', '评论内容': '唉所谓冻雨确实是雨夹雪，能成这样确实是清理不及时早点清理很好搞'}
{'评论时间': '2024-02-07 10:58:39', 'IP属地': '湖南', '评论内容': '不许骂我老表'}
{'评论时间': '2024-02-07 12:49:30', 'IP属地': '湖北', '评论内容': '这根本就不是雪，东北跟河南的还教我们要撒盐'}
{'评论时间': '2024-02-07 14:49:21', 'IP属地': '广东', '评论内容': '不建议玩这个，因为我们没得玩'}
{'评论时间': '2024-02-07 08:52:32', 'IP属地': '河南', '评论内容': '这是我们的冻雨'}
{'评论时间': '2024-02-07 02:01:01', 'IP属地': '北京', '评论内容': '给你看看用心清理的小区，我朋友圈有人发的，树上的树挂有多少，地上的雪和冰在哪儿？消除了的部分是我朋友家的孩子，别说我ps照片了'}
{'评论时间': '2024-02-07 07:16:37', 'IP属地': '山东', '评论内容': '山东人民感谢湖北人民'}
{'评论时间': '2024-02-07 01:36:45', 'IP属地': '湖北', '评论内容': '我一东北人被困武汉看雪了'}
{'评论时间': '2024-02-07 15:15:04', 'IP属地': '福建', '评论内容': '为什么每次国家发生了什么重灾就会炸出一群汉奸呢，某些没素质的人都没了解冻雨是什么就敲上键盘了说的多么多么轻松，挑拨民族团结的汉奸，某些北方人（个别）通过他们对他们所了解的雪来评判这种事情贬低别人，说什么处理不及时甚至还有更过分的言语。在天灾以及民族危难之际挑拨团结通通按汉奸处理'}
{'评论时间': '2024-02-07 01:21:02', 'IP属地': '湖南', '评论内容': '电车真的省油'}
{'评论时间': '2024-02-07 07:26:50', 'IP属地': '四川', '评论内容': '7号从四川南充去湖北荆州丈母娘家，能走吗，请大神们支招'}
{'评论时间': '2024-02-07 10:21:11', 'IP属地': '四川', '评论内容': '这一冷一热的玻璃不会碎吧'}
{'评论时间': '2024-02-07 13:17:38', 'IP属地': '辽宁', '评论内容': '我是东北人，理解湖北的极端天气，湖北加油，全国人民都不会责怪湖北'}
{'评论时间': '2024-02-07 08:23:17', 'IP属地': '云南', '评论内容': '一次就把电车车主耗出心里阴影'}
{'评论时间': '2024-02-07 08:26:41', 'IP属地': '河南', '评论内容': '周四下雪，看了看天气预报，周五还有，就先不清了，周六周日双休，周一上班一看，6 公分了，清不掉了'}
{'评论时间': '2024-02-07 08:27:26', 'IP属地': '黑龙江', '评论内容': '在北方你这么扫雪能冻死'}
{'评论时间': '2024-02-07 15:26:58', 'IP属地': '福建', '评论内容': '对对对  就你们湖北下冻雨'}
{'评论时间': '2024-02-07 16:43:45', 'IP属地': '北京', '评论内容': '走保险下一年保费涨的厉害'}
{'评论时间': '2024-02-07 05:34:50', 'IP属地': '湖北', '评论内容': '前玻璃得轻一点'}
{'评论时间': '2024-02-07 11:25:34', 'IP属地': '甘肃', '评论内容': '虽然我家有车库，不存在这种问题，但是我还是从头到尾看完了视频'}
{'评论时间': '2024-02-07 22:03:14', 'IP属地': '山东', '评论内容': '哪里的北方竹子还翠绿的'}
{'评论时间': '2024-02-07 07:09:36', 'IP属地': '河南', '评论内容': '最近刷到的河南和湖北高速路段对比的视频比较多，其中有些评论明显带有地域攻击的意思，各地的ip都有，身为河南人，我们太知道这其中的苦楚了！只希望清醒的朋友们不要入了极端分子的圈套，既帮助了他们搞地域对立，又打压了诸如731部队遗址的热度！'}
{'评论时间': '2024-02-07 19:13:01', 'IP属地': '广东', '评论内容': '湖北太难了'}
{'评论时间': '2024-02-07 09:42:21', 'IP属地': '湖北', '评论内容': '为什么不撒盐'}
{'评论时间': '2024-02-07 17:24:26', 'IP属地': '河南', '评论内容': '北方的树'}
{'评论时间': '2024-02-07 19:29:28', 'IP属地': '安徽', '评论内容': '想省油的话家用车还是买个增程式的也挺不错的'}
{'评论时间': '2024-02-07 02:54:55', 'IP属地': '湖北', '评论内容': '主播，我好怕他们喷您什么破冻雨，明明就是雨夹雪'}
{'评论时间': '2024-02-07 14:04:57', 'IP属地': '广东', '评论内容': '到底买油车还是电车'}
{'评论时间': '2024-02-07 13:53:07', 'IP属地': '云南', '评论内容': '感觉好好玩 让我这个南方人去玩'}
{'评论时间': '2024-02-07 12:39:52', 'IP属地': '江苏', '评论内容': '中国高速公路'}
{'评论时间': '2024-02-07 19:01:14', 'IP属地': '江苏', '评论内容': '车顶的雪要弄掉，很危险的'}
{'评论时间': '2024-02-07 16:16:24', 'IP属地': '湖南', '评论内容': '下冻雨了？所以呢？然后呢？这点破事就骂我大湖南和我老表？'}
{'评论时间': '2024-02-07 08:33:10', 'IP属地': '湖北', '评论内容': '零下11°的温度你让我一个湖北人怎么活？？'}
{'评论时间': '2024-02-07 10:28:40', 'IP属地': '贵州', '评论内容': '坐标贵州六盘水 年年都冻雨'}
{'评论时间': '2024-02-07 19:46:00', 'IP属地': '湖南', '评论内容': '不用给我科普了，你说破天这个天也只是井口那么大，难道你们那里的天会比井土还大吗？这不搞笑吗？我天天都看得到'}
{'评论时间': '2024-02-07 17:49:39', 'IP属地': '浙江', '评论内容': '好不容易不堵了，被化冰又堵路上了、湖北人民回家比西游记取经都难'}
{'评论时间': '2024-02-07 08:43:58', 'IP属地': '安徽', '评论内容': '冰箱彩电大沙发，以后还有被子是标配，不送被子绝对不买电车'}
{'评论时间': '2024-02-07 02:00:24', 'IP属地': '浙江', '评论内容': '强迫症表示很难受，至少把前档玻璃搞干净嘛'}
{'评论时间': '2024-02-07 22:02:27', 'IP属地': '山东', '评论内容': '大东北可是倒开水都能直接结冰的地方啊'}
{'评论时间': '2024-02-07 23:26:07', 'IP属地': '陕西', '评论内容': '电车的人难道就不能去油车里面借个暖吗'}
{'评论时间': '2024-02-07 02:09:17', 'IP属地': '河南', '评论内容': '冻的太结实，难清理，但不得不说，这玩意确实漂亮啊，晶莹剔透的，像黄冰糖，又像黄水晶豆豆，满树满地的冰糖葫芦'}
{'评论时间': '2024-02-07 12:29:16', 'IP属地': '广西', '评论内容': '这是天灾，你们堵就堵了，为什么要喷湖北呢？搞不懂'}
{'评论时间': '2024-02-07 17:56:58', 'IP属地': '吉林', '评论内容': '天灾啊'}
{'评论时间': '2024-02-07 14:37:00', 'IP属地': '天津', '评论内容': '伟大的是中国平凡的老百姓'}
{'评论时间': '2024-02-07 11:45:40', 'IP属地': '广西', '评论内容': '南方我买电车都不放心，何况是北方。'}
{'评论时间': '2024-02-07 10:02:26', 'IP属地': '广西', '评论内容': '广西壮族自治区看到了，为湖北人民点赞！湖北加油！加油！'}
{'评论时间': '2024-02-07 22:35:39', 'IP属地': '四川', '评论内容': '中国一家亲'}
{'评论时间': '2024-02-07 09:32:41', 'IP属地': '上海', '评论内容': '我还以为冻雨是湖北特产呢'}
{'评论时间': '2024-02-07 01:39:10', 'IP属地': '江苏', '评论内容': '我滴女朋友是湖北人'}
{'评论时间': '2024-02-07 11:08:39', 'IP属地': '广东', '评论内容': '我之前不是看了有人说电车开空调不好耗电吗'}
{'评论时间': '2024-02-07 17:08:37', 'IP属地': '湖南', '评论内容': '没什么不早点往桥上撒盐啊？？？'}
{'评论时间': '2024-02-07 16:55:40', 'IP属地': '河南', '评论内容': '湖北真是个人才，回回上头条'}
{'评论时间': '2024-02-07 20:37:37', 'IP属地': '山东', '评论内容': '湖北的冻雨只下到高速上'}
{'评论时间': '2024-02-07 22:31:22', 'IP属地': '河北', '评论内容': '湖北加油！湖北的人都是好样的！'}
{'评论时间': '2024-02-07 12:52:35', 'IP属地': '河南', '评论内容': '湖北有冻雨是真的，但这不是，这不是冰，这是雪经过车压导致的，冻雨是透明的冰面，这就是雪'}
{'评论时间': '2024-02-07 10:04:35', 'IP属地': '黑龙江', '评论内容': '平平安安回家过年'}
{'评论时间': '2024-02-07 17:08:51', 'IP属地': '辽宁', '评论内容': '武汉这两天被热搜了'}
{'评论时间': '2024-02-07 12:33:54', 'IP属地': '河南', '评论内容': '湖北是不是吃完饭等两天才刷锅?我就是问问，没有别的意思'}
{'评论时间': '2024-02-07 06:21:58', 'IP属地': '重庆', '评论内容': '湖北人是好样的谢谢所有好心人'}
{'评论时间': '2024-02-07 22:26:25', 'IP属地': '湖北', '评论内容': '只要你提到冻雨，刚好你又是湖南湖北的，那好，一大群喷子已经在来的路上了，开口就是不及时清理，没有提前撒盐，没有边下边清，广大网友真的太热情啦'}
{'评论时间': '2024-02-07 08:39:19', 'IP属地': '广西', '评论内容': '欢迎买电车，不用加油'}
{'评论时间': '2024-02-07 20:16:49', 'IP属地': '湖北', '评论内容': '没撒盐，车压实了，人懒没边下边清理'}
{'评论时间': '2024-02-07 09:29:48', 'IP属地': '广东', '评论内容': '买纯电车的前提家里一定要有油车，长途开油车，短途和代步开电车，还有必不得已高峰期电车长途堵车还是带台便携式发电机吧！堵得一动不动时用发电机插上随车充电线补一下电就行了'}
{'评论时间': '2024-02-07 20:25:39', 'IP属地': '河北', '评论内容': '这就是中国善良质朴的老百姓，自己也许并不富裕，确有一颗柔软的心！！！'}
{'评论时间': '2024-02-07 14:27:22', 'IP属地': '广东', '评论内容': '还不如来一场大雪啊，干嘛下冻雨在湖北'}
{'评论时间': '2024-02-07 02:54:14', 'IP属地': '辽宁', '评论内容': '我建议真的得让湖北人来东北看看'}
{'评论时间': '2024-02-07 13:17:29', 'IP属地': '湖北', '评论内容': '开电车打广告的，都是骗子'}
{'评论时间': '2024-02-07 09:21:35', 'IP属地': '山东', '评论内容': '好解压'}
{'评论时间': '2024-02-07 20:22:22', 'IP属地': '湖南', '评论内容': '一句不卖让全国破防'}
{'评论时间': '2024-02-07 10:53:35', 'IP属地': '湖北', '评论内容': '我觉得这个视频传不出二湖'}
{'评论时间': '2024-02-07 10:39:51', 'IP属地': '广东', '评论内容': '还真的大胆，开电车回家'}
{'评论时间': '2024-02-07 14:00:41', 'IP属地': '广西', '评论内容': '为这百姓点赞。'}
{'评论时间': '2024-02-07 18:06:49', 'IP属地': '安徽', '评论内容': '安徽也有冻雨'}
{'评论时间': '2024-02-07 01:42:57', 'IP属地': '北京', '评论内容': '同样的天气，湖北冰雪封路，但河南高速路却很畅通，好奇怪'}
{'评论时间': '2024-02-07 21:21:43', 'IP属地': '江西', '评论内容': '湖北的地理位置比较特殊，属于交通枢纽位置，加油'}
{'评论时间': '2024-02-07 23:31:16', 'IP属地': '广东', '评论内容': '怪不得东北人打工都有寒假放'}
{'评论时间': '2024-02-07 07:06:27', 'IP属地': '广西', '评论内容': '电车的春天到了'}
{'评论时间': '2024-02-07 00:22:13', 'IP属地': '河南', '评论内容': '河南的看到啦'}
{'评论时间': '2024-02-07 03:19:21', 'IP属地': '山东', '评论内容': '大家一定警醒不要让一群带地域攻击的节奏，我们都是中国人，团结一致'}
{'评论时间': '2024-02-07 12:24:25', 'IP属地': '新加坡', '评论内容': '拿这些结了冻雨的树枝扎网暴说风凉话的人 让他们一扎一个不吱声'}
{'评论时间': '2024-02-07 09:31:25', 'IP属地': '内蒙古', '评论内容': '感觉像在挖宝藏，考古发掘也挺像的'}
{'评论时间': '2024-02-07 15:32:11', 'IP属地': '北京', '评论内容': '这评论区告诉我，女的的确比男的会玩'}
{'评论时间': '2024-02-07 22:10:10', 'IP属地': '湖北', '评论内容': '不是，评论区的你们都不怕宫寒啊'}
{'评论时间': '2024-02-07 13:05:46', 'IP属地': '湖北', '评论内容': '本人作为10多年的老司机，想给还没买车的朋友一些忠告，油车不费电，电车不费油，想省油就买电车，想省电就买油车。有钱就买直升机🚁和航母'}
{'评论时间': '2024-02-07 00:21:11', 'IP属地': '河南', '评论内容': '河南的雪下到湖北了'}
{'评论时间': '2024-02-07 12:22:44', 'IP属地': '河南', '评论内容': '湖北老表加油 '}
{'评论时间': '2024-02-07 16:52:08', 'IP属地': '江苏', '评论内容': '看着视频眼泪情不自禁的流下来！太感人了！'}
{'评论时间': '2024-02-07 00:42:13', 'IP属地': '江苏', '评论内容': '这有啥受不了的，至少开着爽，既省油又省钱。还能嘲笑人家油车费钱'}
{'评论时间': '2024-02-07 04:50:14', 'IP属地': '安徽', '评论内容': '电车还是不行啊'}
{'评论时间': '2024-02-07 00:46:46', 'IP属地': '湖南', '评论内容': '看了几十遍，真解气！一下锤死一片喷子！'}
{'评论时间': '2024-02-07 15:53:06', 'IP属地': '吉林', '评论内容': '下雪吧还好清理，这个冰雨'}
{'评论时间': '2024-02-07 02:29:35', 'IP属地': '广东', '评论内容': '好解压'}
{'评论时间': '2024-02-07 12:48:23', 'IP属地': '贵州', '评论内容': '电车好得很'}
{'评论时间': '2024-02-07 09:57:28', 'IP属地': '河南', '评论内容': '我可以作证，这是冻雨，不是车人来回过行程的'}
{'评论时间': '2024-02-07 00:33:12', 'IP属地': '广东', '评论内容': '就算佛主来了电车也省油'}
