{'评论时间': '2024-02-09 17:01:39', 'IP属地': '安徽', '评论内容': '感动了'}
{'评论时间': '2024-02-09 17:52:29', 'IP属地': '河南', '评论内容': '谁能想到南方会下大雪，设备储量低应对慢很正常。就像我们郑州当时暴雨一样，谁能想到一个内陆城市一小时被灌进去一百多个西湖的水量。地理气候不一样是为了让大家互帮互助的，不是为了让大家找优越感，拿天灾人命开玩笑的。'}
{'评论时间': '2024-02-09 02:10:38', 'IP属地': '山西', '评论内容': '白车男司机'}
{'评论时间': '2024-02-09 00:30:55', 'IP属地': '湖南', '评论内容': '别说我们，要说就说天气，我们也尽力了'}
{'评论时间': '2024-02-09 21:41:32', 'IP属地': '山西', '评论内容': '大家推荐一些武汉好玩好吃的地方吧'}
{'评论时间': '2024-02-09 12:23:20', 'IP属地': '山西', '评论内容': '世上无难事，只怕有心人。'}
{'评论时间': '2024-02-09 03:14:14', 'IP属地': '广东', '评论内容': '这手好看😍有点嫩'}
{'评论时间': '2024-02-09 08:55:20', 'IP属地': '北京', '评论内容': '小姑娘性格'}
{'评论时间': '2024-02-09 08:16:08', 'IP属地': '湖南', '评论内容': '本来是一缺三，这下凑齐了，掷骰子…'}
{'评论时间': '2024-02-09 08:47:18', 'IP属地': '河南', '评论内容': '前面都有水坑了'}
{'评论时间': '2024-02-09 22:30:35', 'IP属地': '湖南', '评论内容': '岳阳与湖北共患难'}
{'评论时间': '2024-02-09 00:06:13', 'IP属地': '海南', '评论内容': '能不能让我玩一下'}
{'评论时间': '2024-02-09 00:38:07', 'IP属地': '内蒙古', '评论内容': '想知道能不能处理 能不能处理干净很简单去当地政府跟前的马路看一眼就知道啦 要是哪里的马路也有冰那说明这没法处理'}
{'评论时间': '2024-02-09 08:43:57', 'IP属地': '陕西', '评论内容': '选配的时候，就是不选门把手加热'}
{'评论时间': '2024-02-09 10:29:42', 'IP属地': '湖北', '评论内容': '关关难过关关过，前路漫漫亦灿烂'}
{'评论时间': '2024-02-09 06:04:29', 'IP属地': '广东', '评论内容': '不就是有点冻冰嘛？怎么树枝都给冻断了？'}
{'评论时间': '2024-02-09 09:24:02', 'IP属地': '江苏', '评论内容': '昨天打的坐的这车。不会开车门按来按去是没按到准确位置，一下把我这孤陋寡闻给尴尬的，当时就感觉不咋滴好使用'}
{'评论时间': '2024-02-09 04:57:10', 'IP属地': '山东', '评论内容': '第一反应，会不会损毁了公路？它也会疼啊'}
{'评论时间': '2024-02-09 01:13:32', 'IP属地': '广东', '评论内容': '能看完这个视频的都是南方人吧？'}
{'评论时间': '2024-02-09 15:06:04', 'IP属地': '江苏', '评论内容': '独乐乐 不如众乐乐'}
{'评论时间': '2024-02-09 19:29:12', 'IP属地': '广西', '评论内容': '家人们 鄂鄂委屈'}
{'评论时间': '2024-02-09 06:52:21', 'IP属地': '四川', '评论内容': '第一天我们在观望。第二天我们在总结经验。第三天我们在给大家科普知识。第四天我们在研究可行方案。第五天铲雪。第六天根本铲不动。第七天气温回升。第八天冰雪融化。第九天总结经常。第十天战胜冰雪庆功宴。'}
{'评论时间': '2024-02-09 22:29:53', 'IP属地': '辽宁', '评论内容': '小树不修不直溜'}
{'评论时间': '2024-02-09 12:59:40', 'IP属地': '湖北', '评论内容': '下雪前没把枝叶全剪掉么'}
{'评论时间': '2024-02-09 02:01:09', 'IP属地': '甘肃', '评论内容': '我是有多无聊，没有快进全部看完'}
{'评论时间': '2024-02-09 15:15:53', 'IP属地': '江苏', '评论内容': '湖北'}
{'评论时间': '2024-02-09 00:39:45', 'IP属地': '山东', '评论内容': '盐呢，傻'}
{'评论时间': '2024-02-09 07:34:28', 'IP属地': '吉林', '评论内容': '矿泉水只会冻的更结实吧'}
{'评论时间': '2024-02-09 11:10:48', 'IP属地': '吉林', '评论内容': '这个配音有点烦人，'}
{'评论时间': '2024-02-09 06:48:33', 'IP属地': '广东', '评论内容': '视野没问题后开减速带不就都掉了吗'}
{'评论时间': '2024-02-09 22:09:03', 'IP属地': '湖南', '评论内容': '你们别洗了，咋洗都洗不干净！！一天一个样，啥话都是你们在说，真滴讨嫌！'}
{'评论时间': '2024-02-09 17:33:19', 'IP属地': '福建', '评论内容': '我就喜欢鄂鄂，因为我认识的鄂鄂都特别好'}
{'评论时间': '2024-02-09 22:48:24', 'IP属地': '山东', '评论内容': '水温不起来，前风挡加热不好用'}
{'评论时间': '2024-02-09 15:29:19', 'IP属地': '广东', '评论内容': '这些雪寄给我玩玩吧'}
{'评论时间': '2024-02-09 08:37:56', 'IP属地': '山西', '评论内容': '一个倒了还不算，三个都倒了'}
{'评论时间': '2024-02-09 22:39:49', 'IP属地': '河北', '评论内容': '全国人都不懂  就你懂'}
{'评论时间': '2024-02-09 05:51:47', 'IP属地': '山东', '评论内容': '一泡尿解决问题'}
{'评论时间': '2024-02-09 10:33:04', 'IP属地': '湖北', '评论内容': '那天他跟我说的分手的一瞬间在几年没有下雪的仙桃下雪了'}
{'评论时间': '2024-02-09 09:41:25', 'IP属地': '吉林', '评论内容': '吉林看到了'}
{'评论时间': '2024-02-09 20:15:48', 'IP属地': '湖北', '评论内容': '加油湖北'}
{'评论时间': '2024-02-09 02:50:34', 'IP属地': '云南', '评论内容': '这个铲子是不是你们那里家家必备的'}
{'评论时间': '2024-02-09 07:30:30', 'IP属地': '山东', '评论内容': '无论白天晚上，时刻准备着'}
{'评论时间': '2024-02-09 11:25:38', 'IP属地': '湖北', '评论内容': '我弄了一个多小时'}
{'评论时间': '2024-02-09 08:20:05', 'IP属地': '河北', '评论内容': '河北承德看到了，湖北加油'}
{'评论时间': '2024-02-09 09:33:19', 'IP属地': '山西', '评论内容': '还是电动三轮安全点'}
{'评论时间': '2024-02-09 08:17:24', 'IP属地': '安徽', '评论内容': '安徽阜阳年30看到的'}
{'评论时间': '2024-02-09 10:59:42', 'IP属地': '辽宁', '评论内容': '我怎么就笑了呢？一点同情心都没有'}
{'评论时间': '2024-02-09 12:32:45', 'IP属地': '湖南', '评论内容': '我表姐今早快摔成狗了'}
{'评论时间': '2024-02-09 07:42:26', 'IP属地': '河北', '评论内容': '喜死我了'}
{'评论时间': '2024-02-09 02:42:08', 'IP属地': '天津', '评论内容': '别的不知道，嘴是真硬，'}
{'评论时间': '2024-02-09 06:17:06', 'IP属地': '山东', '评论内容': '当时这是零下几度?求证'}
{'评论时间': '2024-02-09 00:06:24', 'IP属地': '福建', '评论内容': '厦门收到'}
{'评论时间': '2024-02-09 21:03:55', 'IP属地': '广西', '评论内容': '这车本来就不是为北方人设计的'}
{'评论时间': '2024-02-09 17:58:12', 'IP属地': '广西', '评论内容': '广东先是03年遇到非典，08年又因为南方雪灾导致乘客滞留广州，湖北先是20年遇上新冠疫情，24年又因为冻雨导致不少乘客被困'}
{'评论时间': '2024-02-09 06:54:47', 'IP属地': '河南', '评论内容': '你放上盐'}
{'评论时间': '2024-02-09 13:42:47', 'IP属地': '湖南', '评论内容': '喷子：我看不到，也听不到，冻雨就是雨夹雪，就是没清理被压实了，别给我们科普什么是冻雨，我们北方很常见，撒盐就行了'}
{'评论时间': '2024-02-09 03:09:44', 'IP属地': '四川', '评论内容': '冻雨真的很厉害！！！！'}
{'评论时间': '2024-02-09 04:40:11', 'IP属地': '湖北', '评论内容': '大犟种是真的多啊 '}
{'评论时间': '2024-02-09 22:41:34', 'IP属地': '湖北', '评论内容': '喷子会说这是不及时铲雪，经过车压脚踏结成的冰，不及早撒盐处理的结果'}
{'评论时间': '2024-02-09 02:34:06', 'IP属地': '河北', '评论内容': '笨死了，手拍啊车铁皮薄一排就下来，矿泉水十几块，能买好几包盐，撒盐直接化'}
{'评论时间': '2024-02-09 10:24:15', 'IP属地': '广西', '评论内容': '刘德华唱的“冰雨”是不是就是这种雨？'}
{'评论时间': '2024-02-09 00:27:44', 'IP属地': '黑龙江', '评论内容': '地上的雪可以堆雪人挺白的'}
{'评论时间': '2024-02-09 08:53:52', 'IP属地': '山东', '评论内容': '神奇不神奇 从没见过 但能预报'}
{'评论时间': '2024-02-09 00:38:16', 'IP属地': '山东', '评论内容': '湖北的领导们'}
{'评论时间': '2024-02-09 10:06:05', 'IP属地': '广东', '评论内容': '实在没忍住'}
{'评论时间': '2024-02-09 22:35:13', 'IP属地': '辽宁', '评论内容': '没记事儿的时候就离开黑龙江的吧'}
{'评论时间': '2024-02-09 20:53:05', 'IP属地': '福建', '评论内容': '再过一段时间不铲，应该又多出了一个“湖北冰川”了吧。'}
{'评论时间': '2024-02-09 01:03:32', 'IP属地': '河南', '评论内容': '扣我家车上的冰，把车漆扣下来了'}
{'评论时间': '2024-02-09 08:47:17', 'IP属地': '吉林', '评论内容': '到底哪个是真的啊？'}
{'评论时间': '2024-02-09 00:58:07', 'IP属地': '湖北', '评论内容': '山东河南辽宁喷的最多我只能说无所谓了'}
{'评论时间': '2024-02-09 17:07:23', 'IP属地': '安徽', '评论内容': '小声说：骑电频车的好幸福'}
{'评论时间': '2024-02-09 19:22:45', 'IP属地': '湖北', '评论内容': '没事外省的直接连夜冲武汉了，一切安好，雪都弄的特别干净'}
{'评论时间': '2024-02-09 00:06:05', 'IP属地': '湖北', '评论内容': '等下盐王爷又来了'}
{'评论时间': '2024-02-09 13:52:11', 'IP属地': '江苏', '评论内容': '过年把地方政府架火上烤了'}
{'评论时间': '2024-02-09 06:40:08', 'IP属地': '山东', '评论内容': '湖北你确定冻雨只在湖北下吗'}
{'评论时间': '2024-02-09 19:10:54', 'IP属地': '河南', '评论内容': '你这30秒一个地方下的得有30毫升'}
{'评论时间': '2024-02-09 17:29:26', 'IP属地': '辽宁', '评论内容': '真好刨啊，一块一块的，在东北不及时清理刨完是一个坑'}
{'评论时间': '2024-02-09 05:54:05', 'IP属地': '陕西', '评论内容': '点赞点赞'}
{'评论时间': '2024-02-09 13:47:02', 'IP属地': '湖北', '评论内容': '保密系统绝对到位'}
{'评论时间': '2024-02-09 12:33:15', 'IP属地': '湖北', '评论内容': '警察：同志，你不用尴尬，你看，我们也一样！'}
{'评论时间': '2024-02-09 02:05:28', 'IP属地': '山东', '评论内容': '作秀'}
{'评论时间': '2024-02-09 11:47:34', 'IP属地': '广东', '评论内容': '鄂鄂，冻雨是天灾'}
{'评论时间': '2024-02-09 11:48:47', 'IP属地': '云南', '评论内容': '不准骂'}
{'评论时间': '2024-02-09 07:15:12', 'IP属地': '吉林', '评论内容': '科技改变生活'}
{'评论时间': '2024-02-09 00:07:52', 'IP属地': '广东', '评论内容': '那谁都通报批评了还在科普冻雨'}
{'评论时间': '2024-02-09 17:39:53', 'IP属地': '山东', '评论内容': '隔着屏幕都感觉疼'}
{'评论时间': '2024-02-09 00:31:24', 'IP属地': '美国', '评论内容': '可能是湖北网友骂别人吧'}
{'评论时间': '2024-02-09 10:56:20', 'IP属地': '广西', '评论内容': '不是不下雪了？'}
{'评论时间': '2024-02-09 22:16:19', 'IP属地': '安徽', '评论内容': '有没有把门把手掰断的'}
{'评论时间': '2024-02-09 03:01:56', 'IP属地': '河北', '评论内容': '确实严重，政府疏导如何，有人受伤吗？注意安全啊'}
{'评论时间': '2024-02-09 07:46:24', 'IP属地': '河南', '评论内容': '河南看到了，理解湖北'}
{'评论时间': '2024-02-09 20:29:10', 'IP属地': '湖北', '评论内容': '这都有人陪'}
{'评论时间': '2024-02-09 02:22:09', 'IP属地': '青海', '评论内容': '骑车人摔懵逼了，刚醒过来看到交警摔倒又懵逼了'}
{'评论时间': '2024-02-09 12:17:23', 'IP属地': '湖南', '评论内容': '我忍不住笑了'}
{'评论时间': '2024-02-09 01:42:23', 'IP属地': '湖北', '评论内容': '你们知道吗？我们这道路上的冰铲车都铲不动，一边铲一边结冰，太难了'}
{'评论时间': '2024-02-09 07:19:04', 'IP属地': '江苏', '评论内容': '有的路段白开水5元一杯'}
{'评论时间': '2024-02-09 00:32:04', 'IP属地': '山东', '评论内容': '司机不是车主吧？'}
{'评论时间': '2024-02-09 07:34:54', 'IP属地': '新疆', '评论内容': '还是南方会玩啊'}
{'评论时间': '2024-02-09 10:45:10', 'IP属地': '湖南', '评论内容': '应该一下雨就摇，还要撒点盐'}
{'评论时间': '2024-02-09 14:18:10', 'IP属地': '广东', '评论内容': '一下子把多年的痔疮摔好了'}
{'评论时间': '2024-02-09 06:17:15', 'IP属地': '吉林', '评论内容': '这种善良只会发生在大中国'}
{'评论时间': '2024-02-09 02:23:27', 'IP属地': '湖北', '评论内容': '牛逼'}
{'评论时间': '2024-02-09 22:44:59', 'IP属地': '湖北', '评论内容': '鄂鄂我啊今天害怕的一天都不敢出门打开手机还要看到那么多人骂我们，真的心瞬间比外面的天气还要凉呀'}
{'评论时间': '2024-02-09 07:56:58', 'IP属地': '浙江', '评论内容': '电车趴窝，我也趴窝，我自己在家里被窝趴着'}
{'评论时间': '2024-02-09 15:05:34', 'IP属地': '湖北', '评论内容': '不喷！睡觉'}
{'评论时间': '2024-02-09 03:20:15', 'IP属地': '陕西', '评论内容': '齐步摔'}
{'评论时间': '2024-02-09 15:36:47', 'IP属地': '山东', '评论内容': '冷冷的冰雨在脸上胡乱的拍'}
{'评论时间': '2024-02-09 00:42:59', 'IP属地': '四川', '评论内容': '所以这车咱们是非开不可吗'}
{'评论时间': '2024-02-09 23:27:48', 'IP属地': '湖北', '评论内容': '高冷起来好么'}
{'评论时间': '2024-02-09 13:10:51', 'IP属地': '湖北', '评论内容': '武汉有啥好玩的地方鸭'}
{'评论时间': '2024-02-09 09:19:37', 'IP属地': '河南', '评论内容': '看来湖北下的是“特大冻暴雨”，瞬间或者小时降冻雨量200毫米'}
{'评论时间': '2024-02-09 02:13:37', 'IP属地': '湖北', '评论内容': '那些说及时清理的，你们以为是道路是车前面的玻璃吗？能一分钟挂几十次'}
{'评论时间': '2024-02-09 08:31:15', 'IP属地': '内蒙古', '评论内容': '这是我小时候以为的世界'}
{'评论时间': '2024-02-09 04:40:40', 'IP属地': '湖北', '评论内容': '来个北方的朋友解释一下：高铁怕冻雨这是全世界目前为止还没有什么办法解决的，你们那边是家常便饭，咋就没听说你们高铁停运过呢'}
{'评论时间': '2024-02-09 17:24:18', 'IP属地': '云南', '评论内容': '这，这，这个，确定是真的么'}
{'评论时间': '2024-02-09 16:57:35', 'IP属地': '安徽', '评论内容': '东北那边也是，那边一下雪，主干道就出动扫雪铲雪车，主干道根本没有积雪的机会'}
{'评论时间': '2024-02-09 08:30:08', 'IP属地': '浙江', '评论内容': '我也不喜欢这隐藏式门把手，但也没必要喷。其实常规门把手也都冰住了，因为锁芯冰住了'}
{'评论时间': '2024-02-09 10:02:55', 'IP属地': '河南', '评论内容': '清理不及时，还搞那么多理由'}
{'评论时间': '2024-02-09 22:29:02', 'IP属地': '湖北', '评论内容': '你猜我为什么不去？前几天下冻雨时我的马路大妈爬不上地库的陡坡'}
{'评论时间': '2024-02-09 00:38:43', 'IP属地': '河南', '评论内容': '湖北的雪就是不一样'}
{'评论时间': '2024-02-09 03:11:05', 'IP属地': '辽宁', '评论内容': '得先研究冻雨，化验完了以后，才能铲雪，专家教授研究出来了结果是等到6月份就好了'}
{'评论时间': '2024-02-09 01:32:05', 'IP属地': '新疆', '评论内容': '给北方人科普冰雪知识'}
