{'评论时间': '2024-02-03 22:47:23', 'IP属地': '湖北', '评论内容': '谁懂啊，东西湖又又又下冻雨了。'}
{'评论时间': '2024-02-03 14:49:37', 'IP属地': '广东', '评论内容': '明天中午武汉中转'}
{'评论时间': '2024-02-03 23:30:07', 'IP属地': '辽宁', '评论内容': '小米汽车就是好'}
{'评论时间': '2024-02-03 21:06:23', 'IP属地': '广东', '评论内容': '为什么不用热水试试？'}
{'评论时间': '2024-02-03 18:34:38', 'IP属地': '湖北', '评论内容': '都隐藏了，你开它干嘛'}
{'评论时间': '2024-02-03 11:31:07', 'IP属地': '湖北', '评论内容': '在我们大湖北  这种情况有个高大上的称呼  叫镀晶'}
{'评论时间': '2024-02-03 08:35:58', 'IP属地': '湖北', '评论内容': '武汉不喜欢雪'}
{'评论时间': '2024-02-03 16:28:11', 'IP属地': '湖北', '评论内容': '冰糖葫芦，汽车馅儿的'}
{'评论时间': '2024-02-03 07:02:49', 'IP属地': '云南', '评论内容': '湖北高冷出圈了'}
{'评论时间': '2024-02-03 22:08:20', 'IP属地': '湖北', '评论内容': '路面下雨接电热毯开着试试'}
{'评论时间': '2024-02-03 19:22:12', 'IP属地': '湖北', '评论内容': '湖北特产的冰糖葫芦'}
{'评论时间': '2024-02-03 22:09:21', 'IP属地': '湖北', '评论内容': '今天下午没下雪了回家的人你们要路上小心，开慢点每次堵车都是一次不幸'}
{'评论时间': '2024-02-03 18:14:39', 'IP属地': '湖北', '评论内容': '一公里7升油'}
{'评论时间': '2024-02-03 22:40:16', 'IP属地': '湖北', '评论内容': '武汉这么猛'}
{'评论时间': '2024-02-03 01:18:51', 'IP属地': '湖北', '评论内容': '唉…叫你们说湖北高冷，这下好了吧，直接冰冻了'}
{'评论时间': '2024-02-03 00:25:19', 'IP属地': '湖北', '评论内容': '应城今天是雪，风，➕冻雨'}
{'评论时间': '2024-02-03 23:20:23', 'IP属地': '湖北', '评论内容': '湖北人个个都是冰雕大师'}
{'评论时间': '2024-02-03 18:46:02', 'IP属地': '江苏', '评论内容': '找个童子尿试试'}
{'评论时间': '2024-02-03 21:17:46', 'IP属地': '湖北', '评论内容': '来见识见识湖北人也没有见识过的冻雨'}
{'评论时间': '2024-02-03 13:34:26', 'IP属地': '北京', '评论内容': '辛亏没去武汉 要不然有去无回'}
{'评论时间': '2024-02-03 22:13:41', 'IP属地': '湖北', '评论内容': '湖北开始对你们耍赖了!冻手冻脚也要把你们留住'}
{'评论时间': '2024-02-03 22:50:29', 'IP属地': '湖北', '评论内容': '武汉冻雨想留住你'}
{'评论时间': '2024-02-03 22:25:19', 'IP属地': '河南', '评论内容': '下没下雪不重要，关键是可以和河南比较'}
{'评论时间': '2024-02-03 22:23:43', 'IP属地': '宁夏', '评论内容': '希望雪停高速路通路净'}
{'评论时间': '2024-02-03 19:55:51', 'IP属地': '湖北', '评论内容': '湖北的人虽然高冷，但是雪还是很热情的'}
{'评论时间': '2024-02-03 19:40:37', 'IP属地': '湖北', '评论内容': '我也是湖北的'}
{'评论时间': '2024-02-03 09:07:14', 'IP属地': '湖北', '评论内容': '切，小小冻雨，暖气都不用'}
{'评论时间': '2024-02-03 10:22:08', 'IP属地': '湖北', '评论内容': '明天的中雪应该再不会变了'}
{'评论时间': '2024-02-03 12:03:04', 'IP属地': '河南', '评论内容': '冻雨就是雨水接触到物体立马结冰'}
{'评论时间': '2024-02-03 21:37:23', 'IP属地': '浙江', '评论内容': '一泡尿刘解决'}
{'评论时间': '2024-02-03 21:37:04', 'IP属地': '湖北', '评论内容': '这哪里是冻雨啊，分明是防爆漆'}
{'评论时间': '2024-02-03 23:26:02', 'IP属地': '广东', '评论内容': '湖北人头几天答应你们“嗯”，这几天要答应你们“哦豁”了。'}
{'评论时间': '2024-02-03 23:50:49', 'IP属地': '湖北', '评论内容': '我中午出门吃饭的时候差点摔了，然后反应快硬是滑了十几步才稳住重心'}
{'评论时间': '2024-02-03 15:43:25', 'IP属地': '福建', '评论内容': '6点经过武昌，不懂会不会晚点'}
{'评论时间': '2024-02-03 23:36:44', 'IP属地': '广东', '评论内容': '明明卖给南方的，4s店为了赚钱卖给北方人'}
{'评论时间': '2024-02-03 11:46:45', 'IP属地': '北京', '评论内容': '打工人到处走 周一在襄阳 保安大哥是东北人 '}
{'评论时间': '2024-02-03 09:27:39', 'IP属地': '湖北', '评论内容': '最好的湖北宣传片，主打一个高冷'}
{'评论时间': '2024-02-03 19:31:03', 'IP属地': '湖北', '评论内容': '还得小米专利半隐藏式把手。'}
{'评论时间': '2024-02-03 21:56:57', 'IP属地': '湖北', '评论内容': '荆州'}
{'评论时间': '2024-02-03 11:49:35', 'IP属地': '湖北', '评论内容': '哥们我也是哈尔滨人现在在荆州，'}
{'评论时间': '2024-02-03 13:35:15', 'IP属地': '广西', '评论内容': '但凡有点脑子都不会这样设计'}
{'评论时间': '2024-02-03 21:53:06', 'IP属地': '云南', '评论内容': '隐藏式把手就是反人类设计'}
{'评论时间': '2024-02-03 19:32:37', 'IP属地': '湖北', '评论内容': '反人类设计。'}
{'评论时间': '2024-02-03 19:53:16', 'IP属地': '陕西', '评论内容': '地球自我修复，先是极寒天气，最后又火山喷发，外加地震翻天覆地'}
{'评论时间': '2024-02-03 22:33:08', 'IP属地': '上海', '评论内容': '好多年没看见下雪了，下雪可真幸福啊'}
{'评论时间': '2024-02-03 15:01:40', 'IP属地': '湖北', '评论内容': '荆州回重庆 晚点六个小时了'}
{'评论时间': '2024-02-03 23:18:38', 'IP属地': '湖北', '评论内容': '此时此刻被堵在高速上'}
{'评论时间': '2024-02-03 15:28:21', 'IP属地': '湖北', '评论内容': '九阴白骨爪现在在湖北也不好使了'}
{'评论时间': '2024-02-03 14:19:27', 'IP属地': '新疆', '评论内容': '哇这个车把子好高级'}
{'评论时间': '2024-02-03 21:48:36', 'IP属地': '湖北', '评论内容': '武汉'}
{'评论时间': '2024-02-03 11:53:44', 'IP属地': '湖北', '评论内容': '想来一首《冰雨》'}
{'评论时间': '2024-02-03 21:25:21', 'IP属地': '湖北', '评论内容': '大武汉辰'}
{'评论时间': '2024-02-03 20:08:00', 'IP属地': '湖北', '评论内容': '我也买看见下雪'}
{'评论时间': '2024-02-03 22:51:27', 'IP属地': '湖北', '评论内容': '明天走路送我女朋友上班  不开车了  这路况害怕'}
{'评论时间': '2024-02-03 13:49:20', 'IP属地': '湖北', '评论内容': '知道湖北的菜为撒那么甜吗？因为霜冻过的蔬菜是甜的，同样的种子在其他地方种出来的味道都不一样，气候决定的'}
{'评论时间': '2024-02-03 15:39:26', 'IP属地': '湖北', '评论内容': '早上起来车门都打不开了'}
{'评论时间': '2024-02-03 08:31:10', 'IP属地': '湖北', '评论内容': '哇居然是荆州！！！咱们在一个地方！'}
{'评论时间': '2024-02-03 19:54:07', 'IP属地': '湖北', '评论内容': '隐藏的到位'}
{'评论时间': '2024-02-03 16:01:17', 'IP属地': '江苏', '评论内容': '把手美观是美观，这也不好使啊，'}
{'评论时间': '2024-02-03 16:19:01', 'IP属地': '四川', '评论内容': '我叉，你不会拿热水淋丫'}
{'评论时间': '2024-02-03 19:35:37', 'IP属地': '黑龙江', '评论内容': '哈哈，这种设计应该是为广东海南设计的吧'}
{'评论时间': '2024-02-03 14:43:57', 'IP属地': '湖北', '评论内容': '湖北到处都下雪了 为什么我这里没有 还出太阳了'}
{'评论时间': '2024-02-03 22:06:10', 'IP属地': '湖北', '评论内容': '咱们湖北'}
{'评论时间': '2024-02-03 19:43:17', 'IP属地': '山西', '评论内容': '南方的车去北方不实用'}
{'评论时间': '2024-02-03 21:17:39', 'IP属地': '湖北', '评论内容': '荆州'}
{'评论时间': '2024-02-03 19:28:45', 'IP属地': '山东', '评论内容': '唉，一泡尿就能解决了'}
{'评论时间': '2024-02-03 20:24:55', 'IP属地': '湖北', '评论内容': '没想到武汉因为火车延点火了抖音'}
{'评论时间': '2024-02-03 00:41:34', 'IP属地': '重庆', '评论内容': '现在知道湖北高冷的吧，湖北出圈了'}
{'评论时间': '2024-02-03 18:48:09', 'IP属地': '广东', '评论内容': '这是脑残设计'}
{'评论时间': '2024-02-03 19:23:41', 'IP属地': '江苏', '评论内容': '浇点水试试啊'}
{'评论时间': '2024-02-03 23:49:12', 'IP属地': '湖北', '评论内容': '我明天早上飞，还能飞起来吗'}
{'评论时间': '2024-02-03 22:13:57', 'IP属地': '湖北', '评论内容': '湖北宜都 昨天今天大暴雪'}
{'评论时间': '2024-02-03 02:59:40', 'IP属地': '湖北', '评论内容': '用开水淋一下'}
{'评论时间': '2024-02-03 21:37:00', 'IP属地': '浙江', '评论内容': '冻雨是个啥玩意？第一次听说'}
{'评论时间': '2024-02-03 22:06:40', 'IP属地': '河北', '评论内容': '撒泡尿试试'}
{'评论时间': '2024-02-03 23:07:50', 'IP属地': '湖北', '评论内容': '湖北带着你的死冻雨拱除其，今天早上出宿舍门一个醋溜跟我同学滚一起了我服了'}
{'评论时间': '2024-02-03 11:48:00', 'IP属地': '湖北', '评论内容': '冰糖汽车，让外省的网友涨涨知识'}
{'评论时间': '2024-02-03 14:52:02', 'IP属地': '安徽', '评论内容': '你们知道啥！隐藏式门把手多漂亮！风阻又小又省油！又不会坏'}
{'评论时间': '2024-02-03 19:07:38', 'IP属地': '广东', '评论内容': '我看到这样的门把手的车，我都笑了'}
{'评论时间': '2024-02-03 12:46:42', 'IP属地': '河南', '评论内容': '冷冷的冰雨在脸上胡乱的拍'}
{'评论时间': '2024-02-03 13:46:00', 'IP属地': '湖北', '评论内容': '这天气也太配合我们高冷的标签了'}
{'评论时间': '2024-02-03 20:31:38', 'IP属地': '湖北', '评论内容': '我妈是从上海回来，第一次买的汉口中转，但我觉得人肯定太多只有30分钟又给她换了直达市里，希望不受影响'}
{'评论时间': '2024-02-03 16:49:01', 'IP属地': '江苏', '评论内容': '大家都不容易，希望更多的是敬佩，感恩，理解'}
{'评论时间': '2024-02-03 09:32:06', 'IP属地': '湖北', '评论内容': '在湖北叫令钩子'}
{'评论时间': '2024-02-03 18:38:28', 'IP属地': '河北', '评论内容': '把手放那别动'}
{'评论时间': '2024-02-03 23:48:01', 'IP属地': '湖北', '评论内容': '武汉人表示没见过'}
{'评论时间': '2024-02-03 09:22:53', 'IP属地': '湖北', '评论内容': '我公安人在哈尔滨生活，今年回来过年冷的够呛'}
{'评论时间': '2024-02-03 23:19:17', 'IP属地': '河南', '评论内容': '反人类设计'}
{'评论时间': '2024-02-03 18:53:23', 'IP属地': '浙江', '评论内容': '这样的门把手才配得上高端大气上档次。呵呵'}
{'评论时间': '2024-02-03 22:08:37', 'IP属地': '河南', '评论内容': '不如半隐藏式，我说的'}
{'评论时间': '2024-02-03 22:53:43', 'IP属地': '湖北', '评论内容': '武汉也是下上雪了'}
{'评论时间': '2024-02-03 21:47:22', 'IP属地': '湖北', '评论内容': '看样子这样的门把手还是不好。'}
{'评论时间': '2024-02-03 23:01:44', 'IP属地': '广西', '评论内容': '设计是挖水沟的，他来做汽车'}
{'评论时间': '2024-02-03 18:10:35', 'IP属地': '河南', '评论内容': '这个牛逼的设计符合年轻人的口味，科技高端大气上档次，将来也设计个触屏方向盘，隐藏轮胎啥的更牛逼'}
{'评论时间': '2024-02-03 22:13:21', 'IP属地': '湖北', '评论内容': '明天上班，怎么办'}
{'评论时间': '2024-02-03 18:40:31', 'IP属地': '湖南', '评论内容': '地下车库都没有，你买什么车？'}
{'评论时间': '2024-02-03 15:33:03', 'IP属地': '湖北', '评论内容': '这是反人类设计'}
{'评论时间': '2024-02-03 20:58:00', 'IP属地': '湖北', '评论内容': '在高铁上的我已经晚点321分钟了'}
{'评论时间': '2024-02-03 10:56:45', 'IP属地': '湖北', '评论内容': '大冰糖葫芦，汽车馅的'}
{'评论时间': '2024-02-03 22:14:11', 'IP属地': '四川', '评论内容': '高端的设计往往只需要暴力的开解'}
{'评论时间': '2024-02-03 23:18:12', 'IP属地': '湖北', '评论内容': '一年没见的女儿准备6号成都到武汉，不知道能不能来'}
{'评论时间': '2024-02-03 12:16:17', 'IP属地': '湖北', '评论内容': '九省通衢的地域，汇聚了各个省的极端天气！'}
{'评论时间': '2024-02-03 14:08:11', 'IP属地': '新疆', '评论内容': '妈耶9号大新疆到武汉已经开始怕冷了'}
{'评论时间': '2024-02-03 18:31:23', 'IP属地': '湖北', '评论内容': '湖北冰雕'}
{'评论时间': '2024-02-03 13:27:39', 'IP属地': '新疆', '评论内容': '去年我家过年前洗的车，门把手都拉掉了，门锁打不开！'}
{'评论时间': '2024-02-03 23:12:14', 'IP属地': '湖北', '评论内容': '赶紧借几辆给荆州'}
{'评论时间': '2024-02-03 12:24:37', 'IP属地': '安徽', '评论内容': '还想去武汉玩呢'}
{'评论时间': '2024-02-03 21:34:29', 'IP属地': '湖北', '评论内容': '到武汉玩两天'}
{'评论时间': '2024-02-03 23:33:30', 'IP属地': '湖北', '评论内容': '湖北明天有暴雪，司机朋友们一定要注意安全，经过湖北利川的朋友要是堵在路上了，私信我我给你们免费送吃的'}
{'评论时间': '2024-02-03 23:53:19', 'IP属地': '湖北', '评论内容': '现在是真的下雪了'}
{'评论时间': '2024-02-03 12:37:13', 'IP属地': '江西', '评论内容': '前轱辘转后轱辘不转思密达'}
{'评论时间': '2024-02-03 23:16:14', 'IP属地': '湖北', '评论内容': '是哪个小姐姐许愿了 冻雨把我滞留在武汉了 快把我领走'}
{'评论时间': '2024-02-03 19:43:23', 'IP属地': '广东', '评论内容': '一泡尿就解决的事，非整这么暴力！'}
{'评论时间': '2024-02-03 10:53:02', 'IP属地': '贵州', '评论内容': '贵州的特产怎么跑到湖北去啦'}
{'评论时间': '2024-02-03 12:22:01', 'IP属地': '浙江', '评论内容': '冷冷的冰雨在脸上胡乱的拍'}
{'评论时间': '2024-02-03 17:33:41', 'IP属地': '广东', '评论内容': '天啊，我后天的高铁要经过，千万别停啊'}
{'评论时间': '2024-02-03 19:53:02', 'IP属地': '湖南', '评论内容': '我的也是隐藏式的，到目前还没遇到这种情况'}
{'评论时间': '2024-02-03 20:50:38', 'IP属地': '陕西', '评论内容': '一泡尿就解决了'}
{'评论时间': '2024-02-03 19:37:50', 'IP属地': '江苏', '评论内容': '两壶开水就搞定了'}
{'评论时间': '2024-02-03 18:53:20', 'IP属地': '江苏', '评论内容': '还有无框车门'}
{'评论时间': '2024-02-03 18:46:51', 'IP属地': '江苏', '评论内容': '隐藏门把手的唯一好处可能就是防止有人一直拉车门'}
{'评论时间': '2024-02-03 23:12:04', 'IP属地': '湖南', '评论内容': '突然下大雪  我们湖南也下起了大雪   而且现在还在下雪  现在是2023年腊月24  晚上11点  而且我直播间就有只有3个人  '}
{'评论时间': '2024-02-03 17:40:30', 'IP属地': '湖北', '评论内容': '前轱辘转后轱辘不转思密达'}
{'评论时间': '2024-02-03 23:45:35', 'IP属地': '湖北', '评论内容': '我是体验过了啥是冻雨了'}
{'评论时间': '2024-02-03 14:18:37', 'IP属地': '广东', '评论内容': '应该说人性设计，低温天不用出门'}
{'评论时间': '2024-02-03 07:35:49', 'IP属地': '广东', '评论内容': '湖北的特产吗？我们广东特产就是回南天'}
{'评论时间': '2024-02-03 23:57:42', 'IP属地': '山东', '评论内容': '对，隐藏式的'}
{'评论时间': '2024-02-03 23:33:21', 'IP属地': '湖北', '评论内容': '湖北明天有暴雪，司机朋友们一定要注意安全，经过湖北利川的朋友要是堵在路上了，私信我我给你们免费送吃的'}
