{'评论时间': '2024-02-04 18:54:49', 'IP属地': '安徽', '评论内容': '致敬武汉融雪除冰人，你们辛苦了！'}
{'评论时间': '2024-02-04 19:27:26', 'IP属地': '广东', '评论内容': '广东呢'}
{'评论时间': '2024-02-04 22:50:29', 'IP属地': '湖南', '评论内容': '真的很难，不仅容易滑倒，并且还停电了'}
{'评论时间': '2024-02-04 23:49:09', 'IP属地': '四川', '评论内容': '湘湘我啊昨天凌晨三点和爸爸妈妈弟弟妹妹连夜赶到四川过年，白天堵了一天车晚上又因为下雪车子打滑要推着走，今天晚上六点多才到家'}
{'评论时间': '2024-02-04 11:44:59', 'IP属地': '湖北', '评论内容': '湖北十堰'}
{'评论时间': '2024-02-04 16:19:32', 'IP属地': '辽宁', '评论内容': '这个在东北常事'}
{'评论时间': '2024-02-04 20:31:18', 'IP属地': '湖北', '评论内容': '我在路上被困郑州湖北 晚到现在14小时 还不知道被困多久呢'}
{'评论时间': '2024-02-04 17:53:35', 'IP属地': '湖北', '评论内容': '有个省正在趁着天灾，拉踩咱们湖北呢'}
{'评论时间': '2024-02-04 18:02:46', 'IP属地': '江西', '评论内容': '湖北人民加油'}
{'评论时间': '2024-02-04 17:24:20', 'IP属地': '湖北', '评论内容': '谢谢外省朋友的理解'}
{'评论时间': '2024-02-04 20:58:07', 'IP属地': '湖北', '评论内容': '我们这已经停电停水两天了，而且好多车棚子都倒了，家里人还在路上没回来，我们也着急啊'}
{'评论时间': '2024-02-04 22:38:43', 'IP属地': '湖南', '评论内容': '也就比下雪冷多了'}
{'评论时间': '2024-02-04 13:06:41', 'IP属地': '湖北', '评论内容': '武汉市爆风雪，这就是武汉速度，人民安全至上'}
{'评论时间': '2024-02-04 17:13:30', 'IP属地': '湖北', '评论内容': '真的传出湖北了吗'}
{'评论时间': '2024-02-04 23:47:36', 'IP属地': '湖北', '评论内容': '我多发几张你们看看，能看到就知道有多难了，不仅仅是暴雪，还有冻雨。地上冻的冰都铲不动！'}
{'评论时间': '2024-02-04 16:33:53', 'IP属地': '湖北', '评论内容': '就武穴不下雪是吧还下雨'}
{'评论时间': '2024-02-04 20:06:27', 'IP属地': '湖北', '评论内容': '哈哈哈，武汉人的普通话。'}
{'评论时间': '2024-02-04 23:06:07', 'IP属地': '广东', '评论内容': '都2024了，我不明白也不理解某些人因天灾而去错怪某些地区，思家心切我能理解，交通停运也是为了大家的安全，原地过年是对自己人身安全和家庭的负责，也是对社会的负责啊'}
{'评论时间': '2024-02-04 21:33:51', 'IP属地': '安徽', '评论内容': '冻雨是什么？用武汉朋友的话说就是 武汉不会下雪 硬下'}
{'评论时间': '2024-02-04 23:18:45', 'IP属地': '湖南', '评论内容': '冻雨是什么'}
{'评论时间': '2024-02-04 19:24:06', 'IP属地': '广东', '评论内容': '就用郭德纲的一句话，愿那些造谣湖北的人天打雷劈'}
{'评论时间': '2024-02-04 21:59:51', 'IP属地': '湖北', '评论内容': '许广高速堵了100多公里'}
{'评论时间': '2024-02-04 23:50:00', 'IP属地': '湖南', '评论内容': '今年地理高考会考这天气嘛'}
{'评论时间': '2024-02-04 21:59:04', 'IP属地': '四川', '评论内容': '希望大家平平安安'}
{'评论时间': '2024-02-04 04:52:54', 'IP属地': '湖北', '评论内容': '我滴孩高速上来一辆嘛！要不然全留在武汉过年了'}
{'评论时间': '2024-02-04 18:59:01', 'IP属地': '湖北', '评论内容': '这是我的快递已经在河南停了两天多没动了'}
{'评论时间': '2024-02-04 15:48:16', 'IP属地': '贵州', '评论内容': '在湖北的那些隐形门把手怎么搞呢'}
{'评论时间': '2024-02-04 20:15:58', 'IP属地': '湖北', '评论内容': '冻雨，落地成冰，成一层钢化膜，然后 再来一层雪，然后又来一层钢化膜，又来一层雪，就是狠狠的扒在地上，然后又下就这样，然后被骂'}
{'评论时间': '2024-02-04 12:15:57', 'IP属地': '湖北', '评论内容': '武汉您也有今天'}
{'评论时间': '2024-02-04 22:49:22', 'IP属地': '山东', '评论内容': '这么个天气外面流浪动物怎么活呀'}
{'评论时间': '2024-02-04 09:06:34', 'IP属地': '湖北', '评论内容': '武汉的冻雨'}
{'评论时间': '2024-02-04 16:45:28', 'IP属地': '广东', '评论内容': '骂湖北啥啊？？这也要骂'}
{'评论时间': '2024-02-04 00:09:17', 'IP属地': '湖北', '评论内容': '晚上回家单元门口'}
{'评论时间': '2024-02-04 20:18:47', 'IP属地': '湖北', '评论内容': '是2.2晚上开始下雨，出去想堆雪人结果'}
{'评论时间': '2024-02-04 21:24:30', 'IP属地': '广东', '评论内容': '长见识了，我第一次听说冻雨'}
{'评论时间': '2024-02-04 21:26:06', 'IP属地': '湖北', '评论内容': '老家农村的，真正下雪是昨天晚上，前两天都是冻雨，啥都结冰。门口的路边铲边结冰，可能大家不知道冻雨，真的砸到人身上一砸一个不吱声，可能大家对雪的印象是像北方的雪松松软软，湖北的冻雨加雪，压断树枝，压断电线，已经停电一天一夜了，不求别的，平安是福，只求喷子不要把湖北往死里踩。'}
{'评论时间': '2024-02-04 21:49:20', 'IP属地': '广东', '评论内容': '愿平安'}
{'评论时间': '2024-02-04 18:56:17', 'IP属地': '河南', '评论内容': '明明天灾原因，总有人觉得自己站在道德制高点，那些骂湖北老表的都给湖北的家人们挡灾'}
{'评论时间': '2024-02-04 17:16:01', 'IP属地': '河南', '评论内容': '洛阳高铁推迟两个小时'}
{'评论时间': '2024-02-04 12:02:23', 'IP属地': '湖北', '评论内容': '我们这下雪砸死了一个，砸伤了俩'}
{'评论时间': '2024-02-04 19:00:28', 'IP属地': '广东', '评论内容': '有脑子的人看过视频也都知道是冻雨，不是单纯的雪、雨，是冻雨！！！虽然我也没有见过冻雨，没有见过雪，但是经过视频的讲解，也知道是很严重的自然灾害，他们已经冒着生命危险在竭尽全力抢修了，还要他们怎么样啊？？？'}
{'评论时间': '2024-02-04 19:46:37', 'IP属地': '黑龙江', '评论内容': '冻雨很危险的，春节了，朋友们回家的路上多多的注意安全'}
{'评论时间': '2024-02-04 14:46:56', 'IP属地': '湖北', '评论内容': '20年疫情的被骂，今年冻雨也被骂'}
{'评论时间': '2024-02-04 16:45:46', 'IP属地': '湖北', '评论内容': '现在全中国都知道湖北该有多高冷'}
{'评论时间': '2024-02-04 20:52:27', 'IP属地': '上海', '评论内容': '冻雨是什么 你们骂的人百度一下！ 我曾经也是铁路人 经历过08年雪灾  你们辛苦了！！！'}
{'评论时间': '2024-02-04 23:22:12', 'IP属地': '广东', '评论内容': '求求流浪的人和流浪的小动物都能平安度过天灾 求求了'}
{'评论时间': '2024-02-04 12:14:33', 'IP属地': '贵州', '评论内容': '我们河南好多都提前剪了的'}
{'评论时间': '2024-02-04 17:58:48', 'IP属地': '山西', '评论内容': '难怪湖北人高冷，下的雨都比别人冷'}
{'评论时间': '2024-02-04 23:45:19', 'IP属地': '湖南', '评论内容': '冻雨是灾难，我们湖南岳阳冻雨还厉害，就在今天的，大家真的对冻雨的威力一无所知。一定不要在树下、屋檐下走'}
{'评论时间': '2024-02-04 19:00:17', 'IP属地': '安徽', '评论内容': '天气原因为什么要骂啊？这谁也控制不了吧'}
{'评论时间': '2024-02-04 22:03:45', 'IP属地': '四川', '评论内容': '不许骂'}
{'评论时间': '2024-02-04 11:48:10', 'IP属地': '湖北', '评论内容': '好啦姐在武汉还不知道能不能回家'}
{'评论时间': '2024-02-04 19:46:13', 'IP属地': '云南', '评论内容': '其实不是所有人都喜欢下雪吧'}
{'评论时间': '2024-02-04 10:59:22', 'IP属地': '湖北', '评论内容': '要多多的这个大家伙，我看好多都在说湖北高速堵的走不了'}
{'评论时间': '2024-02-04 18:22:54', 'IP属地': '广西', '评论内容': '我真的好喜欢武汉，不准骂湖北'}
{'评论时间': '2024-02-04 19:38:23', 'IP属地': '湖北', '评论内容': '冻雨是什么雨'}
{'评论时间': '2024-02-04 20:45:29', 'IP属地': '湖北', '评论内容': '啥？我现在就在武汉'}
{'评论时间': '2024-02-04 16:24:55', 'IP属地': '重庆', '评论内容': '不许骂湖北'}
{'评论时间': '2024-02-04 18:14:47', 'IP属地': '湖北', '评论内容': '湖北又不如北方有地暖，我们遭遇冻雨更冷了，还得人人出去铲雪，知道很多人在高速车站困着，但我们也一直尽力帮助困在湖北的人，不接受骂湖北'}
{'评论时间': '2024-02-04 15:54:13', 'IP属地': '湖北', '评论内容': '冻雨打在身上都很疼'}
{'评论时间': '2024-02-04 21:58:28', 'IP属地': '广西', '评论内容': '湖北很好'}
{'评论时间': '2024-02-04 14:18:32', 'IP属地': '湖北', '评论内容': '哥们早上六点起来做志愿者，铲到手晚上睡觉都发疼啊'}
{'评论时间': '2024-02-04 23:53:14', 'IP属地': '上海', '评论内容': '我的火车晚点12小时，但我知道你们已经尽力了，希望大家都平安到家'}
{'评论时间': '2024-02-04 10:12:46', 'IP属地': '广东', '评论内容': '你敢信，我们广东还穿短袖'}
{'评论时间': '2024-02-04 20:02:30', 'IP属地': '湖北', '评论内容': '湖北为什么要被骂？天气是湖北可以控制的吗？湖北是故意要这样的吗？不理解为什么要骂湖北'}
{'评论时间': '2024-02-04 18:26:15', 'IP属地': '江西', '评论内容': '不许骂我们老表！'}
{'评论时间': '2024-02-04 14:13:34', 'IP属地': '湖北', '评论内容': '为什么要骂湖北'}
{'评论时间': '2024-02-04 23:17:23', 'IP属地': '河北', '评论内容': '他们冒着可能触电的风险，为大家扫雪，为了让大家平安过个新年，可是他们如果不幸触电了呢  希望这些工作人员也可以平安过个好年！！'}
{'评论时间': '2024-02-04 23:05:50', 'IP属地': '山东', '评论内容': '武汉不是很热吗？即使下雪不是一会就花了'}
{'评论时间': '2024-02-04 23:27:24', 'IP属地': '湖北', '评论内容': '为什么冻雨要下在湖北呀，疫情以把我们害死了，现在是冻雨又来害我们。'}
{'评论时间': '2024-02-04 20:31:11', 'IP属地': '湖北', '评论内容': '已经停电一天一夜了，在家里快冻死'}
{'评论时间': '2024-02-04 21:26:02', 'IP属地': '山东', '评论内容': '我爸爸今天早晨就在湖北因为冻雨没能回家'}
{'评论时间': '2024-02-04 15:25:42', 'IP属地': '吉林', '评论内容': '20年的时候长春就这样。别说北方没有过，不服'}
{'评论时间': '2024-02-04 06:03:30', 'IP属地': '湖北', '评论内容': '成都到宁波的火车也停了半个多小时了'}
{'评论时间': '2024-02-04 09:36:18', 'IP属地': '湖北', '评论内容': '湖北叫令珠子'}
{'评论时间': '2024-02-04 19:11:56', 'IP属地': '湖北', '评论内容': '你知道我工人走两个小时去上班什么概念吗？雪快到膝盖了'}
{'评论时间': '2024-02-04 23:01:29', 'IP属地': '湖北', '评论内容': '我是湖北人，没必要玻璃心，没做到位就是没做到位，准备的不充分，多年不遇设备不全，给回家的游子们填麻烦了，我们湖北民众还是挺热心的，附近村庄群众都有送吃的送喝了，条件有限，可能吃的没那么好，大家多担待，非常时期大家少点抱怨，给了大家不好的体验，有了这次经验相信我们湖北会越做越好'}
{'评论时间': '2024-02-04 14:09:21', 'IP属地': '湖北', '评论内容': '还好从武汉回孝感老家了'}
{'评论时间': '2024-02-04 08:46:20', 'IP属地': '湖北', '评论内容': '非常怀疑武汉就这一个车在运行 到处都是雪 而且出门打车都打不到'}
{'评论时间': '2024-02-04 14:10:13', 'IP属地': '湖南', '评论内容': '湖南岳阳一夜之间，满街都是压断的树枝'}
{'评论时间': '2024-02-04 21:26:03', 'IP属地': '湖北', '评论内容': '我真无语，还有一些特别懂得喷子喷湖北居民不作为'}
{'评论时间': '2024-02-04 13:18:37', 'IP属地': '四川', '评论内容': '湖北人自己都没见过这么大的雪，冻雨也是第一次见'}
{'评论时间': '2024-02-04 15:23:07', 'IP属地': '湖北', '评论内容': '一场雪孩子们开心了了，但是孩子的爸爸却在铁路一线值守、检查！等待孩子爸爸平安回来'}
{'评论时间': '2024-02-04 19:31:29', 'IP属地': '湖南', '评论内容': '长见识了，我第一次听说冻雨'}
{'评论时间': '2024-02-04 21:24:16', 'IP属地': '湖北', '评论内容': '我在火车上十六个小时的车要坐四十个小时'}
{'评论时间': '2024-02-04 20:06:11', 'IP属地': '湖北', '评论内容': '大家有钱出钱有力出力，你在网上解说冻雨，我也负责为你点赞，让更多的人看到，不要再误会我们湖北了。湖北加油'}
{'评论时间': '2024-02-04 21:28:14', 'IP属地': '湖南', '评论内容': '现在还在下么 7号回家 路过武汉 怎么搞'}
{'评论时间': '2024-02-04 23:55:07', 'IP属地': '江西', '评论内容': '经历过08年雪灾的南方人都骂不出一句话，真的是心疼湖北'}
{'评论时间': '2024-02-04 19:52:29', 'IP属地': '湖北', '评论内容': '我同事昨天下午出发，开了一天一夜还是原地十几公里，很多人都回不了家，真的很难，我上班都是步行了半天，看不到2辆车'}
{'评论时间': '2024-02-04 19:50:04', 'IP属地': '湖北', '评论内容': '刚看见，还好我一直在火车上 ，车已经一天没动了'}
{'评论时间': '2024-02-04 19:43:03', 'IP属地': '湖南', '评论内容': '希望湖北早日顺利过春节 也希望我的T123不要晚点'}
{'评论时间': '2024-02-04 17:23:47', 'IP属地': '湖北', '评论内容': '只有湖北的人知道湖北下的是冻雨，跟其他省份下的雪不一样。我们下了两天的冻雨，才开始下雪，雪铲完了，下面还有两层冰。'}
{'评论时间': '2024-02-04 23:34:09', 'IP属地': '湖南', '评论内容': '谁还记得2020年长春也下过一次冻雨'}
{'评论时间': '2024-02-04 15:26:42', 'IP属地': '江西', '评论内容': '都不许骂鄂鄂！！！！'}
{'评论时间': '2024-02-04 19:05:09', 'IP属地': '黑龙江', '评论内容': '冻雨莫非是落地就成冰嘛冻雨是什么？直接下冰雹吗'}
{'评论时间': '2024-02-04 17:16:05', 'IP属地': '湖南', '评论内容': '谁骂我老表！！！！不准！！！！'}
{'评论时间': '2024-02-04 18:34:40', 'IP属地': '福建', '评论内容': '所以那些着急回家的人我虽然懂他们的心情。但我不能理解那种辱骂车站工作中辱骂高铁的'}
{'评论时间': '2024-02-04 20:19:44', 'IP属地': '广东', '评论内容': '南极下了冻雨，北极熊太可怜了'}
{'评论时间': '2024-02-04 08:43:00', 'IP属地': '湖北', '评论内容': '今天早上有幸在大爷大妈面前跳了一段霹雳舞'}
